question,answer
وہ کیوں وہ تومیں نے فنانس والوں کو دے دیا تھا آپ نے لیا نہیں ان سے,نہیں
م انسٹالمنٹ ہوتی ہے تو م,نہیں
تو پھر بعد میں جو ہیں سٹی میں سے آنا ہو گا تو ان کے لیے تو م زیادہ ایشو نہیں ہوتا وہ کسی نہ کسی طریقے سے کور کر لیتے ہیں,نہیں
تو میرا خیال ہے رومن پہ رہنے دیں رومن کی بجائے آپ جو ہے وہ پیور لینگویج اردو پہ ہی کریں,نہیں
ہمارے لیے ایک سٹیبل نیٹ ورک انفراسٹرکچر جو ہے وہ بہت امپورٹنٹ ہے بالکل,نہیں
تو اس کے بعد ہیومن اس کو کیسے جج کرے گا,نہیں
لیکن میں بات کر سکتا ہوں,نہیں
:م: بالکل ایسا ہی ہے اچھا ویسے جو ہے ناں ابھی ہم مٹینگ کے بارے میں بات کرتے ہیں,نہیں
کو نیوٹرل ہے کہ یہ کچھ بھی مطلب ہم کوئی ایسی کوئی خاص انفارمیشن تو نہیں ہے ناں کسی,نہیں
میم آئی ول سے کہ ہمیں  ٹیگز کا ڈاکومنٹ پہلے ہی بنا لینا چاہیے,نہیں
م جو ہے وہ شروع کر لیں گے,نہیں
و علیکم السلام میم ہم ٹھیک ہیں آپ کیسی ہیں,نہیں
اچھا اور الیجبلٹی کرائیٹیریا میں کیا ایڈ کیا,نہیں
اور بلینک کالمز جو ہیں وہ نو کاونٹ ہوں گے,نہیں
اوکے گڈ باقی آپ کو سارا کام سمجھ آگیا ہیں نہ,نہیں
:م: جی سر وہ ان کا بھی آلموسٹ کمپلیٹ ہو گیا ہے ویسے میری کل بات ہوئی ہے,نہیں
شاید اس سے کوئی مس ہو گیا ہے,نہیں
کہ جی یہ اس کے اوپر بیس کر رہی تھی یہ اس کے اوپر ہی آ رہی ہے,نہیں
آن لائن تو تب فزیبل ہوتا ہے کہ اگر,نہیں
تو کیا سجسٹ کریں گے آپ لوگ اس کے لئے,نہیں
اس سے ہمیں پروجیکٹ کو صحیح طریقے سے ہینڈل کرنے میں مدد ملے گی,نہیں
تا کہ وہ ایکوریٹ آنسر دے یوزرز کو,نہیں
تو وہ کون سی دیکھیں ایکسٹریکٹیو سمرائزیشن تو ایسی چیز ہے کہ اس پہ بہت زیادہ کام ہوا ہوا ہے ناں,نہیں
ہماری میٹنگ ذرا یہ والی لیٹ ہو گئی ہیں فولو اپ میٹنگ تو اس میٹنگ میں ہم لوگ ان ہمارا جو پروجیکٹ چل رہا تھا وٹس ایپ کلون والا,نہیں
پھر ہیں ہم فریم ورک سلیکٹ کر سکتے ہیں,نہیں
لیکن جو اس کے علاوہ کھانا ہے ان کا یا م جو واشنگ ہے م ڈرائی کلینگ کہہ لیں صفائی وغیرہ کا وہ ان کو خود ہی باہر سے کرنا پڑے گا,نہیں
میٹنگ جو ہے فزیکل کی بجائے آن لائن کنڈکٹ کر لیتے ہیں,نہیں
تو انہوں نے جو سیل نمبرز دیئے ہیں وہ انشاء ﷲ ویلڈ ہی ہوں گے تو پھر ہم ان سے کنفرم کر لیں گے,نہیں
ٹھیک ہے موبائل کے اوپر اردو ایزیلی ٹائپ ہو جاتی ہے تو موبائل کے اوپر ٹائپ کر کے :م:,نہیں
ہاں یہ زیادہ بہتر رہے گا,نہیں
اس لیے اس بار اسی فیلڈ سے لیے ہیں کینڈیڈیٹس,نہیں
سٹی سے بھی ہیں تو انہیں,نہیں
آج کی میٹنگ میں ہم نے بجٹ بریک اپ ڈیٹیلز سے متعلق ڈسکشن کرنی ہے ایم آئی رائٹ,نہیں
تو م یہ ان کا عجیب ایک نیا سسٹم اب نکل آیا ہے,نہیں
انہوں نے بھی ایک ایسٹیمیٹ لگایا ہوتا ہے کہ فلاں بجٹ میں ٹوٹل کوسٹ کتنی آ سکتی ہے,نہیں
ٹائمنگز ان کی وہ ہی آفس آورز کے اکارڈنگ ہی ہو گی,نہیں
تو ہمیں کافی ڈیٹا مل جائے گا اس سے,نہیں
یہ صرف ایڈ کرنے کے لئے ہی نہیں ہوتی بلکہ ساری ٹرانزیکشنز کو بیسک بلاکس میں ایڈ کرتی ہے ,نہیں
آپ کے خیال میں کون سی ٹیکنالوجی یوز ہونی چاہیے ,نہیں
اس سے پراسسنگ ٹائم کافی کافی زیادہ ریڈیوس ہو جائے گا,نہیں
اور ہینگ ہونا شروع ہو جاتے اتنا پھر پرابلم کرتے ہیں پھر کافی کافی دیر بیٹھ کے وہ ڈیٹا کو دیکھنا پڑتا ہے کب اس کی وہ ختم ہو تو پھر ہم ڈیٹا پروسیسنگ اسٹارٹ کریں,نہیں
جی میم سوری وہ ذرہ لائٹ چلی گئی تھی,نہیں
:م: نو سر اس میں تو اس نے کچھ نہیں بتایا اس نے کہا جس میں مرضی بنا دیں مجھے بس ایک,نہیں
:م: میری آواز آ رہی ہے,نہیں
کوالٹی پہ آپ نے کوئی کمپرومائز نہیں کرنا,نہیں
تو اس میٹنگ میں آپ میں سے کوئی ایبسنٹ تو نہیں تھا نہ,نہیں
اوکے ٹھیک ہے انشاء اللہ پھر ملاقات ہو گی,نہیں
ڈفرنٹ بجٹ فار ٹیکنیکلز ایز ویل,نہیں
تو یہ کہ اپنی سپرویژن میں خود منگوائے اس کو ٹھیک ہے,نہیں
:م: اچھا اور کچھ بتانا چاہیے چاہتے ہیں آپ لوگ,نہیں
م اور فائیو لیپ ٹاپس کے لیے میں نے فور لاکھ یعنی کہ ہم ایٹی تھاوزنڈ ایچ اگر لگائیں,نہیں
میم اس لیے ہم انٹرنٹ سکورنگ کو بھی کنسیڈر کریں گے اس کے لیے,نہیں
کہ اکاؤنٹ مینجمنٹ اینڈ ویو آرڈر ہسٹری کی فنکشنیلیٹی بھی ایڈ کریں گے,نہیں
تو ابھی میٹنگ سے بالکل پانچ منٹ پہلے مجھے [لائبہ] نے بتایا کہ ڈیڈ لائن تو بالکل سر پہ ہے ہمارے,نہیں
اوور آل اچھی رپورٹ تھی اقصی کی,نہیں
پھر اس کیس میں ایسے فالو اپ کویسچنز جنریٹ ہو رہے تھے جو کنورسیشن سے بلکل ریلیٹڈ نہیں تھے,نہیں
جی سرہم آپ کے ساتھ بھی کر دیں گے,نہیں
یا ہمارے پاس جو ایکسٹریکٹ فیچر ہے وہ ایررڈ کاسٹ کر رہا ہے,نہیں
م میم آئی تھنک کے ون ویک سے زیادہ لگ جائے گا,نہیں
ٹھیک ہے میم ویسے ریکارڈنگز کے لیے ہمارے پاس کتنا ٹائم ہے,نہیں
اگر وہ کا فی دور ہے پھر ہم ٹوبی کا ٹیگ آسائن نہیں کریں گے,نہیں
تو پھر ٹھیک ہے اب ہمیں ناں یہ پروجیکٹ سٹارٹ کرنا ہے اور اس پروجیکٹ میں ناں ڈیٹا کلیکشن کا کام کافی زیادہ ہے,نہیں
اور :م: {حمنہ} آپ نے یہ ڈاکومنٹ ناں :م: یہ ابھی تو آپ نے پوائنٹ رفلی نوٹ کیے ہیں ایسے ہی ہے یا نیٹ کر رہے ہیں آپ ساتھ ساتھ نوٹ,نہیں
:م: سکرپٹ لکھتے ہوئے ہمیں جونسا ڈیٹا کی کوالٹی اچھی رکھنی ہو گی تاکہ جونسا ہمارا جونسا ماڈل ہے وہ اچھے سے ڈیزائن ہو,نہیں
اپلائی کر دیتے یو ای ٹی کے اوپر اپنے اینڈ سے ڈیو پہ ٹیسٹنگ کر کے,نہیں
پر ان کا فون ہی آف تھا,نہیں
جینڈر چاہیے تھا ہمیں ٹائم لائن چاہیے تھی,نہیں
یوزر کو ایپلیکیشن کے ہر سٹیپ پہ آڈیو اسیسٹینس پروائڈ ہو,نہیں
جی جی ویسے مجھے لگ رہا ہے کہ ایچ ای سی کی جو یہ اب نیو پالیسی آئی ہے ناں اس,نہیں
ان کی فائلز میں کافی مسٹیکس تھیں ایز کمپیئر ٹو ادر ٹیم ممبرز,نہیں
ان کے سگنیچرز ہمیں ریکوائر ہیں,نہیں
تو آپ ٹیمپریریلی آپ خود سے اس کی ایک ایس آر ٹی فائل بنا لیں,نہیں
تو انہوں نے اس میں بھی اونچ نیچ کی ہے,نہیں
ہم ان کی بیس پر پیٹرن  آبسرو کر سکیں گے,نہیں
زیادہ سلو ہے مجھے نہیں پتا کے دوسرے لوگوں کو جا رہی ہے کے نہیں جا رہی ہے دوسرے لوگوں کو چاہیے کہ وہ بتائیں آپ کو م اس لیے ہیں کے بتانے کے لیے,نہیں
م ان کے ٹوٹ رہے تھے,نہیں
اور ان کو پروپر ہیڈنگز دے کے لکھانا ہے آپ لوگوں نے,نہیں
لیتے ہیں کہ یہ کیا ہوتا ہے تو میم مجھے لگتا ہے کہ لائک اس میں ایسے ہی ہوتا ہے ناں کہ,نہیں
اچھا :م: جیسے میں نے آپ کو ابھی بتایا ہے,نہیں
ون ہنڈرڈ میٹنگز جونسی ہے ماڈل ٹریننگ کے لیے کر لیتے ہیں اور پھر ون ہنڈرڈ میٹنگ ویریفکیشن کر لے گا کے لیے کر لے,نہیں
تو اگر کہیں پہ اوور لیپ بھی آتا ہے تو اسے کائنڈلی اینوٹیٹ کیا جائے,نہیں
م ایم ایس ایکسل کا ٹیسٹ ہو گا اور ٹائپنگ سپیڈ ان کی ہم چیک کرنے کا ٹیسٹ کر لیں گے,نہیں
جس سے ہم ماڈل کو ایمپروو کر سکتے ہیں,نہیں
میم وہ بھی یہی کہ رہے تھے کہ انہیں ڈیٹا کلیکشن کے ریسورسز کلیکٹ کرنے میں مسئلہ آ رہا ہے,نہیں
میرے یہاں کافی دیر سے بارش ہو رہی ہے,نہیں
کے پاس ٹائپنگ سرٹیفکیٹ جو ہے وہ مسٹ ہونا چاہییے,نہیں
کہ انڈونیشیئن لینگویج کے لوگ یوز کرتے ہیں ٹویٹر کے اندر تو اس ٹویٹر کے اندر سے انڈونیشیئن لینگویج کے اندر سے,نہیں
جی سر اسی لیے ہمیں کافی ٹائم لگ رہا ہے,نہیں
ٹھیک ہے اوکے م سیکنڈ کینڈیڈیٹ کون تھی,نہیں
اوکے میم ٹھیک ہے صحیح میں سمجھ گئی,نہیں
تو اس کیس میں آبوئیسلی دیکھیں ایچ آر کی مسٹیک کی وجہ سے کمپنی کو بھی لوس ہوتا ہے,نہیں
اوکے تو اس کو آپ نے کیسے امپلیمنٹ کیا ہے,نہیں
:م: جی سر ایگزیکٹلی بالکل ایسا ہی ہے,نہیں
:م: ڈریم ہاؤس پریفر کریں گے کیونکہ وہ کافی بہتر ہے,نہیں
وعلیکم السلام میم کیسی ہیں آپ,نہیں
جو بھی ہم کام کرتے ہیں ناں اینڈ پہ,نہیں
میس میم ہم نے ایڈوانس نہیں دیا,نہیں
تھوڑا سا اور لمبا لے کے چلو آپ,نہیں
سر وہ آپ کو کل میل کردی تھی میں نے,نہیں
 میں  ڈاکومینٹس ٹیم کے ساتھ شیئر کر دوں گا,نہیں
ٹرانسلٹریشن وغیرہ کی یا اس طرح دوسرا یہ ہے کہ کونٹینٹ کیسا ہے یہ تو نہیں بہت مائنر چھوٹی چھوٹی سی اٹرنسز لکھ کر تو انہوں نے م مطلب م کام ختم کیا ہوا ہے تو اٹرنسز پہ بھی ڈیپینڈ کرے گا,نہیں
ان شارٹ ساری مین فنکشنیلیٹیز کو کوور کرنا ہے ایپلیکیشن کی,نہیں
کچھ کر رہا ہوتا ہے وہ مجھے م,نہیں
آج کی میٹنگ ایرر اینلسز کے حوالے سے رکھی ہے میں نے,نہیں
ایکچوئلی انہوں نہیں ایسے نہیں کرنا,نہیں
چلیں آج کی میٹنگ میں ہم ناں اسی کی جو ڈیٹیل ہے وہ ڈسکس کرتے ہیں,نہیں
وغیرہ پھر ہم باقی بعد میں ڈسکس کر لیں گے,نہیں
ٹھیک ہے یہ پھر آپ ناں ایسا کیجیے گا ارحم کے ساتھ ڈسکس کر لیں کہ ان کو م بہتر پتا ہے کہ کتنے ان کو چاہییں اور پھر لسٹ جو ہے ارحم آپ ان کو دے دیجیے گا علی حسنین کو یہ آپ کے والے بھی جو ہے آرڈر یہی کمپلیٹ کر لیں گے ٹھیک ہے,نہیں
سر اپ نے جو پوائنٹس بتائے ہیں ابھی تک اپ کیا ان میں ایک دفعہ ریپیٹ کر سکتے ہیں,نہیں
اب اس کا پیپر میں نے ٹوئنٹی ٹوئنٹی ٹو میں پڑھا ہے,نہیں
م میم یہ جو ریکوائرمنٹس ہیں یہ پھر ہم,نہیں
اچھا اس کے بعد آ جاتے ہیں انکریمنٹ اینالسز پہ م ہمارے ناں یہ ڈیسائیڈ جو ہے م سوری جو ڈسائیڈڈ ہمارے پرسنٹیج ہے وہ تھرٹی پرسنٹ تھی,نہیں
اس حوالے سے ہم مارکیٹنگ ٹیم سے نیکسٹ ویک میں ایک میٹنگ رکھ لیتے ہیں,نہیں
کیونکہ اگر کسی نے دیکھنا ہو یہ سٹوڈنٹ کس ہاسٹل سے بیلونگ کرتا ہے,نہیں
تو یہ اپنی مرضی سے پھر کریں گے کام تو آپ ایسا کیجیے گا کہ م تقریبا نیکسٹ ویک سے ناں آپ ان کو ڈیڈ لائن دینا سٹارٹ کر دیں,نہیں
م لیکن اگر آپ اگر اپنی رپلیسمنٹ پر کسی کو وہاں بیج دیتے تو شاید اس ٹینشن سے بچ جاتے ٹائم بھی ویسٹ نہ ہوتا,نہیں
جو ریلیونٹ تھے وہ ہم نے اس کو اسٹرکچر وائز اس کو اس طرح سے کیا کہ جی ایموشنل ٹائپ ان کو بنایا,نہیں
تو مینلی ای کامرس سٹور ہے اس میں ریلیشنز کا کافی زیادہ کنسپیٹ ہے اس لیے پھر ہم ریلیشنل ڈیٹا بیس کو یوز کر رہے ہیں ناں ایس کیو ایل کو,نہیں
لا کے لیپ ٹاپ وغیرہ یا کمپیوٹرز جو بھی دینا ہے ناں اس کا کمپنی سے کہہ کے ڈیمو کے لیے لے لیتے ہیں لیپ ٹاپ,نہیں
اوکے اب مجھے پھر بتائیں کیا کیا ایرر آپ نے فیس کیے,نہیں
م کمپلیٹ ٹیسٹ کرائٹیریا میں نے ڈال دیا تھا م پروپوزل لائک,نہیں
انگلش کے اوپر بھی تو چلو کوئی ایک دو ہو لیکن اردو کے اوپر کوئی ایسا کوئی سٹینڈرڈ ڈیٹا سیٹ اویلیبل نہیں ہے,نہیں
ٹائم لگ جائے گا یا اگر ہمارے کوئی بھی ٹیم ان کا لائیو پروسس آبزرو کر رہی ہے تو اس میں بھی,نہیں
اور یہ جو جاب لسٹنگ ماڈل ہوگا,نہیں
جو پاسیبلی آپٹیمائیزیشن میں ہیلپ کر سکتے ہیں,نہیں
فرنیچر ڈیفنیٹلی ایٹ لیسٹ جو ہے وہ سال بعد م اگر,نہیں
میرے پاس اب اس وقت موجود ہیں,نہیں
جس طرح ہی بات ہوتی ہے تو ان کے رسپانس سے مجھے بھی آگاہ کریں,نہیں
میم ہم سوچ رہے تھے کہ دونوں طرح سے ہی کرلیں,نہیں
جو کنٹریکٹ ہے وہ پھر میں ایک,نہیں
چیزیں ہیں جن کو اگر کوئی مطلب فالٹ آ بھی جائے تو اس کو ریپلیس کیا جا سکتا ہے,نہیں
اس کے لیے تو آپ لوگوں نے,نہیں
جی بالکل ایسا ہی ہے جب بھی :م: ایپلیکیشن :م: ایپلیکیشنز تو کافی رسیو ہوتی ہیں تو ان کو ہینڈل کرنا سب سے امپورٹنٹ پوائنٹ ہوتا ہے,نہیں
؛م: نیکسٹ ہم موو کرتے ہیں پھر,نہیں
وہ ہم نے ساتھ ساتھ پھر چینج کر لیں تھیں,نہیں
اس کے لیے ہم ڈفرنٹ میٹرکس کو یوز کریں گے,نہیں
موجود ہونا آپ کا ضروری ہے,نہیں
تو اب م ایک ہفتہ بھی نہیں چلے تو خراب,نہیں
نہیں نہیں سر سب گڈ ہے,نہیں
ٹھیک ہے یعنی کہ کمپلیٹ آلموسٹ ہونے والی ہے سٹڈی,نہیں
اپ نے جو بھی ابھی تک کام کیا ہے نا ٹوٹ جاتے ہیں,نہیں
فرائیڈے کو یہ لوگ آتے ہیں,نہیں
حمزہ آپ کی طرف ناں وائس آ رہی ہے تھوڑا سا اس کو ہینڈل کرنا,نہیں
ایسا نہیں ہے کہ ایک کارپس صرف ایک ہی ریسرچر یوز,نہیں
آئی مین کہ جو کورپس کا ڈیٹا ریڈی کیا ہے اس پر,نہیں
تو میل جو ہیں وہ اتنا زیادہ سوچ کے اس طرح کے سکرپٹس نہیں لکھ سکتے فی میلز زیادہ لکھ سکتی ہیں,نہیں
وہ چیزیں آہستہ آہستہ جب آپ لوگ اس پہ کام اسٹارٹ کریں گے ناں,نہیں
ٹیچر اور اسٹوڈنٹ کی پروفائلز بھی مینیج ہوں گیں,نہیں
تو م جب آپ انھیں باونڈ نہیں کرتے تو انھیں ہلکا سا بھی تھوڑے سے بھی پیسے زیادہ ملیں گے کسی اور جگہ سے,نہیں
ریکارڈنگز کے بعد یہ لوگ اپنے گھر جا سکتے ہیں,نہیں
جی میم اس میں آلریڈی کافی ڈیٹا پڑا ہوا ہے تو ہمیں کم ایفرٹ پٹ کرنی پڑے گی,نہیں
:م: جی بالکل اپ ٹھیک کہہ رہے ہیں,نہیں
کیا حال چال ہے آپ کے ٹھیک ٹھاک,نہیں
سر وہ کہہ رہا تھا ایک ہر آئٹم کا ایک الگ پورشن ہو جیسے اگر پینز ہیں تو اس کا الگ ہو,نہیں
کہ ایدر وہ سلیکٹیڈ ہے یا نہیں,نہیں
آج میری طبیعت خراب ہے ذرا جس کی وجہ سے میں آفس نہیں آسکی,نہیں
اچھا تو سرور کی کیا پاورز ہونی چاہیے,نہیں
ٹھیک ہے تو سب سے پہلا کام تو یہ ہے کہ ہم نے ڈیٹا کلیکٹ کرنا ہے لسٹ آپ نے مجھے پرووائیڈ کرنی ہے اس کی تاکہ کون کون سی چیزوں کے ہم نے :م: جو ہیں ناں وہ ڈیٹکشن رکھنی ہے,نہیں
کہ اگر وہ کام رہ لیٹ اس سے کہ ان کو کوئی کام دیا گیا وہ رہ گیا تو وہ نیکسٹ ڈیز پہ کر لیں,نہیں
م میم میں پہلے میٹنگ کو گو تھرو کرتی ہوں اس میں پھر جو میجر ڈسکشن ہوتی ہے ناں فار ایگزامپل اگر کسی کی پوسٹ اویلوئیشن پہ ڈسکشن ہو رہی ہے,نہیں
اسے سی ائی یا سی ڈی بھی کہتے ہیں کیا سب کو سمجھ اگئی,نہیں
کہ انہوں نے ورڈ امبیڈنگ کے لیے ڈفرنٹ تین لاکھ سے زیادہ لی تھی لیکن,نہیں
تو یہ تھا پھر وائٹ بہت اچھے لگنے تھے اس کے ساتھ براون ہم چیئرز کو کر لیتے یا کچھ بھی کومبینیشن,نہیں
وہ م وہ بھی میم م,نہیں
یس میم یہی ہم بات کر رہے تھے کہ آپ ان سے مزید بجٹ کی ڈیمانڈ کر لیں,نہیں
ویسے تو آپ کو پتا ہے کہ م,نہیں
ان کے ڈیٹا سیٹس میں م,نہیں
تو پھر یہ کہ اگر بالکل بند ہو گئے تو پھر بہت زیادہ مسئلہ بن جائے گا ابھی تو آپ بتا رہی تھی کہ وہ آپ یو ایس بی کے تھرو کنیکٹ کر کے اس کو اوپن کرنے کی کوشش کرتی ہیں,نہیں
اور کام وغیرہ کیسا چل رہا ہے,نہیں
اور کتنا انکریمنٹ کے کیپیبل ہیں,نہیں
اور یہ ایک رپورٹ بھی ہے,نہیں
م نہیں میرے خیال سے اتنا لازمی نہیں ہے,نہیں
پہ آ جائیں تو وہ الگ بات ہے اگر نہیں بھی آتی ہیں تو آپ لوگ ناں گھر سے ہی ان کے ساتھ یہاں پہ میٹنگ کنڈکٹ کر لیں چاہے آن لائن ہی کر لیں,نہیں
{حمد} اتنا ٹائم ٹھیک رہے گا ناں,نہیں
اچھا ویسے ناں میرا خیال ہے کہ ہم ناں ایک دو اور لوگوں کا انٹرویو کر لیتے ہیں پھر ان میں سے ناں لوگ فائنل کر لیں گے وٹ ڈو یو سے,نہیں
سر لوڈ بیلینسنگ کی تکنیک بھی یوز کر سکتے ہیں,نہیں
ہیڈ فونز بھی آرڈر کیے تھے اور ان کی وائرز میں پرابلم تھی,نہیں
بٹ اب زیادہ ٹائم نہیں ہے آپ کے پاس,نہیں
بیکاز زیادہ کام تو ہے نہیں اس کا,نہیں
لیکن میری پوری کوشش ہو گی کہ ابھی بجٹ جو ہے ریوائز بھی ہوا ہوا ہے تو ابھی ہے یہ ناں ہو کہ وہ کسی اور پروجیکٹ میں انویسٹ کر دیں تو اس سے پہلے جو ضروری کی چیزیں ہیں وہ ہم منگوا لیں,نہیں
نو کی نو ریکارڈنگز میں آپ دونوں بھی ہو گے,نہیں
تو انہوں نے اس کا یہی بتایا ہے کہ ابھی تک جو بھی انہوں نے یوز کیا ہے اس میں کوئی ایشو وغیرہ نہیں آیا,نہیں
اگر وہ پروجیکٹ ختم ہونے پر لیو کریں وہ ایک الگ بات ہے اس پہ ان کو الاونس بھی ملتا ہے پراپر ہم ان کو اچھے طریقے سے گڈ بائی کہتے ہیں,نہیں
نہیں وہ تو آپ کے پہلے ہی ڈیزائن ہو چکے ہیں اب آپ ڈویلپمنٹ کی طرف آ رہے ہیں تو ایسے تو نہیں کام چلے گا آپ فیچرز کو ڈیوائڈ کریں آدھے ایڈمن والے بنائیں آدھے یوزر والے بنائیں ایسے پیرالل کام چلے گا تو کام جلدی ہو گا,نہیں
اس سے بہتر کینڈیڈیٹ میچنگ ہوگی,نہیں
مطلب دوسرے برانڈز سے زیادہ م تھوڑی پرائس ہے ان کی,نہیں
ہم ایک لوکل آرگنائزیشن کے لیے کام کر رہے ہیں,نہیں
:م: وائے یو شڈ :م: کنسیڈر می فور دس,نہیں
اور ویسے بھی یہ کیسے پاسیبل ہے کہ سب لیپ ٹاپس میں ایک ساتھ ہی ایشو آ گیا,نہیں
کوئی موصول ہوا تھا کمپنی کو یا ایچ آر,نہیں
م زیرو بلنگ نہیں ہے اور انہوں نے ٹو کیا ہے کے بھئی ہاں اس پہ اشورٹی نہیں ہے ڈاوٹ فل ہے,نہیں
امپلائی کا میں نے آپ کو بتا دیا ہے کہ کون فائنل ہے,نہیں
اچھا چلو یہ :م: ایک تو میں پھر آپ کو ہی فیڈ بیک دے دیتی ہوں اگر وہ نہیں آ رہی سب سے پہلے تو آپ نے یہ جو یہ والی ہیں ناں چیزیں کیا نام ہے کویسچن مارکس,نہیں
یہ دیکھو :م: سسٹم کے صارف,نہیں
 کل ان کے لیے کچھ فیور مل سکتی ہے وہ کافی کمپیٹنٹ ہے اور کمپنی کے لیے ایک اچھا ایسٹ ہے,نہیں
رپورٹنگ ہے یا کوئی نیوز وغیرہ دے رہے ہیں,نہیں
ہاں اپ نے جو ریکوائرمنٹ دیکھی ہے جو کلیئر نہیں ہے,نہیں
شاید ایشو بنے لیکن میری نظر میں سب سے بڑا ایشو یہ ہی ہے کہ آپ اس کو جو ہے ناں,نہیں
جو ہماری ریکوائرمنٹ ہیں وہ کمپلیٹ امپلیمنٹ ہو گئی ہیں کہ نہیں,نہیں
اسی کورپس کے اوپر کام کریں گے ایز اے ٹیسٹنگ کے لیے,نہیں
:م: یہ پروجیکٹ جو ہے کافی ٹیکنیکل ہے اور امپورٹنٹ بھی ہے,نہیں
اچھا تو مطلب یعنی کہ آپ کی طرف سے جو ہے وہ اوکے اوکے کی رپورٹ ہی آ رہی ہے ہمیں ایسے ہی,نہیں
پرووائیڈ کریں گے ان کے ایکسپیسز بھی ہم خود بیئر کریں گے ان کو ایز سچ جو ہے وہ نہیں کرنا پڑے گا اچھا اور نیکسٹ کینڈیڈیٹ کون ہیں ہمارے پاس,نہیں
کہ کیا کیا کام ہوا ہے ابھی تک ڈیزائن ڈاکومنٹ پر,نہیں
تو م لیکن ایک اور میں نے آپ کو چیز بتانی تھی کہ اگر آپ ایڈ کو جو نیوز پیپر پر پوسٹ کر رہے ہیں ناں اس ایڈ کو آپ نے ایسا کرنا ہے کہ آپ نے م,نہیں
تو اس انفارمیشن کو بھی اپ ڈیٹ کرنا امپارٹنٹ ہے,نہیں
ظاہر ہے جتنا زیادہ ڈیٹا ہو گا اتنا ہمارے لیے اچھا ہے کیوں کہ پھر ہی جو ماڈل ہے وہ اچھی طرح سے ہم ٹرین کر سکیں گے,نہیں
سر جب ڈیٹا کلیکشن کرنی ہوگی تو ہم یہ چیز کیسے منیج کریں گے کہ کس پروفائل کو لینا ہے کیونکہ سوشل میڈیا پر  تو ہزاروں یوزرز کا ڈیٹا,نہیں
م ہو گیا تھا تو م,نہیں
ٹیسٹنگ کنڈکٹ کرتے وقت اردو میٹنگز کے ڈفرنٹ ٹائپس پر ماڈل کی پرفارمنس اکسپلور کرنا بہترین ہوگا,نہیں
:م: میں یہ سجیسٹ کروں گا کیونکہ بیک اینڈ والا جو کام ہے نا وہ پہلے ہی ہو جائے :م: پہلے ہی ہو جائے تو زیادہ بیسٹ رہے گا دو ویکس بعد اگر سٹارٹ کرتے ہیں تو پھر وہ کام :م: جلدی میں ہو گا,نہیں
آپ نے لاسٹ ٹائم بتایا تھا ناں,نہیں
میں نے کاشف کو آج کی میٹنگ کے امپورٹنٹ پوائنٹس نوٹ کرنے کو کہا ہیں,نہیں
ہے یا پولیگون سیگمنٹ :م: اینوٹیشن ہے,نہیں
یا جب ہم لوگ کنڈکٹ کریں گے انٹرویو تو آپ کو انفارم کر دیں گے,نہیں
وہ بجٹ ابھی ہم لوگ ڈسکس کر لیتے یہ ہے کہ پھر اس کو ناں نیکسٹ میٹنگ میں ہی کر لیں گے انشاءاللہ کوئی مسئلہ نہیں ہے ابھی,نہیں
اوکے اچھا تو ہمارے جو ڈیزائن ہیں,نہیں
جی جی م اصل میں جب انہوں نے جوائن کیا تھا ناں تب یہ م ایز این انٹرن آئی تھیں,نہیں
میم لیکن وہ فائل میرے پاس نہیں ہے,نہیں
تو اس وجہ سے ابھی فی الحال ہم ہائرنگ اگر کرتے ہیں تو ہمارے پاس م مطلب ان سب,نہیں
جی جی میم انشاءاللہ نیکسٹ ٹائم ایسا نہیں ہو گا,نہیں
اسی طرح سے ادھر آ جاو این ایل پی دوسری پہ آ جاو,نہیں
کے لیے بھی ہم نے میم کو میل کی تھی اور میرا خیال سے اس میں م آئی تھنک کے م ڈسپنسر بھی انکلوڈ تھا میں نے شاید دیکھا تھا میں نے کیوںکہ اس کو ریویو کیا تھا,نہیں
سلپ ریڈی نہیں ہے انہوں نے در اصل م مڈ آف منتھ جوائن کیا تھا تو ان کا بھی ورکس سٹیٹس میں نے ان کی ٹیم لیڈ سے ڈسکس کرنا ہے اس کے بعد پھر ان کی سیلری,نہیں
پرماننٹ سلوشن ہے لیکن آپ کو پتا ہے اس میں کوسٹ وغیرہ بھی زیادہ آتی ہے لیکن اگر آپ نے کوسٹ فیکٹر کو تھوڑا :م: جسٹیفائی کرنا ہے تو صرف کلاؤڈ کو بھی کنسیڈر کر سکتے ہیں,نہیں
ریکوائرمنٹس وغیرہ تو آپ پہلے اس سے پوچھ لیں پھر ہم بتا دیتے,نہیں
ایک اور چیز ابھی ہم نے ناں :م: ڈبلیو ایس ایس کے کونٹیکسٹ میں {لنتا} کو لے کر آ رہے تھے,نہیں
ہاں وہ جیسے کہ ہم نے ٹیسٹنگ کے لیے اور ڈویلپر کے لیے,نہیں
آلموسٹ سکس ٹو سیون سٹوڈنٹس کو کل ٹاسکس اسائن کیے تھے,نہیں
تو اب ان کی انٹرویوز کب کنڈکٹ کرنے ہیں ہم لوگوں نے اور باقی جو ہے م,نہیں
کہ آپ کو بتا دے گا,نہیں
آئی مین ٹو سے آپ لوگ ڈیفنڈ کر سکیں کہ کیوں ہمیں یہ اپروچ یوز کرنی ہے,نہیں
